device,model,dvfs_mode,dvfs_mode_label,condition_tag,segment,capacity_ips,lambda_frac,target_rps,run_idx,achieved_rps,p95_latency_ms,warm_idle_w,serving_w,delta_w,marginal_wall_energy_j_per_inf,n_valid_power_runs,power_status,source_json,batch_size
gpu-server,mobilenet-v2-100,8,1710MHz,dvfs8,server,534.4,1.0,534.4,4,539.88,128.5,115.1,169.49,54.39,0.100745,1,ok,20260514T053606+0900_288_gpu-server_mob100_dvfs8_cuda_l100_r4_lsweep.json,1
gpu-server,mobilenet-v2-100,8,1710MHz,dvfs8,server,534.4,1.0,534.4,5,538.3,43.75,114.35,169.3,54.95,0.102081,1,ok,20260514T053726+0900_364_gpu-server_mob100_dvfs8_cuda_l100_r5_lsweep.json,1
gpu-server,mobilenet-v2-100,8,1710MHz,dvfs8,server,534.4,1.0,534.4,6,536.6,36.69,114.5,168.86,54.36,0.101305,1,ok,20260514T053846+0900_333_gpu-server_mob100_dvfs8_cuda_l100_r6_lsweep.json,1
gpu-server,mobilenet-v2-100,8,1710MHz,dvfs8,server,534.4,1.0,534.4,7,534.32,37.82,113.9,169.19,55.29,0.103477,1,ok,20260514T054006+0900_258_gpu-server_mob100_dvfs8_cuda_l100_r7_lsweep.json,1
gpu-server,mobilenet-v2-100,8,1710MHz,dvfs8,server,534.4,1.0,534.4,8,531.77,91.46,114.6,168.41,53.81,0.10119,1,ok,20260514T054126+0900_249_gpu-server_mob100_dvfs8_cuda_l100_r8_lsweep.json,1
gpu-server,mobilenet-v2-100,8,1710MHz,dvfs8,server,534.4,1.0,534.4,9,536.13,34.57,114.3,168.86,54.56,0.101766,1,ok,20260514T054246+0900_265_gpu-server_mob100_dvfs8_cuda_l100_r9_lsweep.json,1
gpu-server,mobilenet-v2-100,9,1800MHz,dvfs9,server,548.4,0.25,137.1,0,135.93,20.63,118.0,130.89,12.89,0.094828,1,ok,20260514T054423+0900_714_gpu-server_mob100_dvfs9_cuda_l025_r0_lsweep.json,1
gpu-server,mobilenet-v2-100,9,1800MHz,dvfs9,server,548.4,0.25,137.1,1,137.7,20.7,117.2,131.13,13.93,0.101162,1,ok,20260514T054543+0900_729_gpu-server_mob100_dvfs9_cuda_l025_r1_lsweep.json,1
gpu-server,mobilenet-v2-100,9,1800MHz,dvfs9,server,548.4,0.25,137.1,2,135.83,20.09,117.4,130.43,13.03,0.095929,1,ok,20260514T054703+0900_822_gpu-server_mob100_dvfs9_cuda_l025_r2_lsweep.json,1
gpu-server,mobilenet-v2-100,9,1800MHz,dvfs9,server,548.4,0.25,137.1,3,138.08,20.14,117.2,130.56,13.36,0.096756,1,ok,20260514T054823+0900_941_gpu-server_mob100_dvfs9_cuda_l025_r3_lsweep.json,1
gpu-server,mobilenet-v2-100,9,1800MHz,dvfs9,server,548.4,0.25,137.1,4,136.72,21.25,116.1,129.73,13.63,0.099693,1,ok,20260514T054943+0900_962_gpu-server_mob100_dvfs9_cuda_l025_r4_lsweep.json,1
gpu-server,mobilenet-v2-100,9,1800MHz,dvfs9,server,548.4,0.25,137.1,5,137.28,21.91,116.9,130.27,13.37,0.097392,1,ok,20260514T055104+0900_281_gpu-server_mob100_dvfs9_cuda_l025_r5_lsweep.json,1
gpu-server,mobilenet-v2-100,9,1800MHz,dvfs9,server,548.4,0.25,137.1,6,137.8,19.98,116.65,130.45,13.8,0.100145,1,ok,20260514T055224+0900_366_gpu-server_mob100_dvfs9_cuda_l025_r6_lsweep.json,1
gpu-server,mobilenet-v2-100,9,1800MHz,dvfs9,server,548.4,0.25,137.1,7,134.62,20.28,116.7,129.89,13.19,0.097979,1,ok,20260514T055344+0900_374_gpu-server_mob100_dvfs9_cuda_l025_r7_lsweep.json,1
gpu-server,mobilenet-v2-100,9,1800MHz,dvfs9,server,548.4,0.25,137.1,8,136.12,20.39,117.3,129.77,12.47,0.09161,1,ok,20260514T055504+0900_437_gpu-server_mob100_dvfs9_cuda_l025_r8_lsweep.json,1
gpu-server,mobilenet-v2-100,9,1800MHz,dvfs9,server,548.4,0.25,137.1,9,137.93,20.47,117.45,129.69,12.24,0.088741,1,ok,20260514T055624+0900_482_gpu-server_mob100_dvfs9_cuda_l025_r9_lsweep.json,1
gpu-server,mobilenet-v2-100,9,1800MHz,dvfs9,server,548.4,0.5,274.2,0,275.13,22.25,115.6,144.93,29.33,0.106604,1,ok,20260514T055744+0900_449_gpu-server_mob100_dvfs9_cuda_l050_r0_lsweep.json,1
gpu-server,mobilenet-v2-100,9,1800MHz,dvfs9,server,548.4,0.5,274.2,1,274.92,22.23,116.75,145.82,29.07,0.10574,1,ok,20260514T055904+0900_559_gpu-server_mob100_dvfs9_cuda_l050_r1_lsweep.json,1
gpu-server,mobilenet-v2-100,9,1800MHz,dvfs9,server,548.4,0.5,274.2,2,271.77,22.44,115.85,145.02,29.17,0.107333,1,ok,20260514T060024+0900_593_gpu-server_mob100_dvfs9_cuda_l050_r2_lsweep.json,1
gpu-server,mobilenet-v2-100,9,1800MHz,dvfs9,server,548.4,0.5,274.2,3,271.33,22.64,116.8,145.43,28.63,0.105517,1,ok,20260514T060144+0900_637_gpu-server_mob100_dvfs9_cuda_l050_r3_lsweep.json,1
gpu-server,mobilenet-v2-100,9,1800MHz,dvfs9,server,548.4,0.5,274.2,4,273.83,23.05,117.7,145.95,28.25,0.103166,1,ok,20260514T060304+0900_673_gpu-server_mob100_dvfs9_cuda_l050_r4_lsweep.json,1
gpu-server,mobilenet-v2-100,9,1800MHz,dvfs9,server,548.4,0.5,274.2,5,271.88,22.13,117.1,145.85,28.75,0.105745,1,ok,20260514T060424+0900_716_gpu-server_mob100_dvfs9_cuda_l050_r5_lsweep.json,1
gpu-server,mobilenet-v2-100,9,1800MHz,dvfs9,server,548.4,0.5,274.2,6,272.57,22.43,117.3,145.7,28.4,0.104193,1,ok,20260514T060544+0900_724_gpu-server_mob100_dvfs9_cuda_l050_r6_lsweep.json,1
gpu-server,mobilenet-v2-100,9,1800MHz,dvfs9,server,548.4,0.5,274.2,7,269.8,22.27,117.7,145.51,27.81,0.103076,1,ok,20260514T060704+0900_722_gpu-server_mob100_dvfs9_cuda_l050_r7_lsweep.json,1
gpu-server,mobilenet-v2-100,9,1800MHz,dvfs9,server,548.4,0.5,274.2,8,276.08,22.71,116.8,145.62,28.82,0.10439,1,ok,20260514T060824+0900_649_gpu-server_mob100_dvfs9_cuda_l050_r8_lsweep.json,1
gpu-server,mobilenet-v2-100,9,1800MHz,dvfs9,server,548.4,0.5,274.2,9,275.28,21.63,117.9,147.97,30.07,0.109234,1,ok,20260514T060944+0900_709_gpu-server_mob100_dvfs9_cuda_l050_r9_lsweep.json,1
gpu-server,mobilenet-v2-100,9,1800MHz,dvfs9,server,548.4,0.75,411.3,0,413.17,22.62,116.5,162.12,45.62,0.110415,1,ok,20260514T061104+0900_873_gpu-server_mob100_dvfs9_cuda_l075_r0_lsweep.json,1
gpu-server,mobilenet-v2-100,9,1800MHz,dvfs9,server,548.4,0.75,411.3,1,414.83,21.27,117.85,162.74,44.89,0.108213,1,ok,20260514T061224+0900_897_gpu-server_mob100_dvfs9_cuda_l075_r1_lsweep.json,1
gpu-server,mobilenet-v2-100,9,1800MHz,dvfs9,server,548.4,0.75,411.3,2,408.7,20.78,118.3,161.76,43.46,0.106337,1,ok,20260514T061345+0900_023_gpu-server_mob100_dvfs9_cuda_l075_r2_lsweep.json,1
gpu-server,mobilenet-v2-100,9,1800MHz,dvfs9,server,548.4,0.75,411.3,3,410.27,22.25,118.15,162.26,44.11,0.107515,1,ok,20260514T061505+0900_057_gpu-server_mob100_dvfs9_cuda_l075_r3_lsweep.json,1
gpu-server,mobilenet-v2-100,9,1800MHz,dvfs9,server,548.4,0.75,411.3,4,410.45,21.33,118.05,162.8,44.75,0.109027,1,ok,20260514T061625+0900_128_gpu-server_mob100_dvfs9_cuda_l075_r4_lsweep.json,1
gpu-server,mobilenet-v2-100,9,1800MHz,dvfs9,server,548.4,0.75,411.3,5,409.38,23.7,117.9,162.15,44.25,0.10809,1,ok,20260514T061745+0900_204_gpu-server_mob100_dvfs9_cuda_l075_r5_lsweep.json,1
gpu-server,mobilenet-v2-100,9,1800MHz,dvfs9,server,548.4,0.75,411.3,6,406.83,22.35,118.6,161.95,43.35,0.106556,1,ok,20260514T061905+0900_305_gpu-server_mob100_dvfs9_cuda_l075_r6_lsweep.json,1
gpu-server,mobilenet-v2-100,9,1800MHz,dvfs9,server,548.4,0.75,411.3,7,411.35,21.89,117.9,162.36,44.46,0.108083,1,ok,20260514T062025+0900_417_gpu-server_mob100_dvfs9_cuda_l075_r7_lsweep.json,1
gpu-server,mobilenet-v2-100,9,1800MHz,dvfs9,server,548.4,0.75,411.3,8,414.07,22.32,117.9,162.76,44.86,0.108339,1,ok,20260514T062145+0900_449_gpu-server_mob100_dvfs9_cuda_l075_r8_lsweep.json,1
gpu-server,mobilenet-v2-100,9,1800MHz,dvfs9,server,548.4,0.75,411.3,9,409.75,20.13,117.8,162.22,44.42,0.108408,1,ok,20260514T062305+0900_533_gpu-server_mob100_dvfs9_cuda_l075_r9_lsweep.json,1
gpu-server,mobilenet-v2-100,9,1800MHz,dvfs9,server,548.4,1.0,548.4,0,553.02,45.69,117.95,177.8,59.85,0.108224,1,ok,20260514T062425+0900_605_gpu-server_mob100_dvfs9_cuda_l100_r0_lsweep.json,1
gpu-server,mobilenet-v2-100,9,1800MHz,dvfs9,server,548.4,1.0,548.4,1,551.78,32.31,117.9,178.43,60.53,0.1097,1,ok,20260514T062545+0900_696_gpu-server_mob100_dvfs9_cuda_l100_r1_lsweep.json,1
gpu-server,mobilenet-v2-100,9,1800MHz,dvfs9,server,548.4,1.0,548.4,2,551.48,69.61,118.2,178.68,60.48,0.109669,1,ok,20260514T062705+0900_697_gpu-server_mob100_dvfs9_cuda_l100_r2_lsweep.json,1
gpu-server,mobilenet-v2-100,9,1800MHz,dvfs9,server,548.4,1.0,548.4,3,551.3,34.44,119.2,178.64,59.44,0.107818,1,ok,20260514T062825+0900_785_gpu-server_mob100_dvfs9_cuda_l100_r3_lsweep.json,1
gpu-server,mobilenet-v2-100,9,1800MHz,dvfs9,server,548.4,1.0,548.4,4,546.18,42.3,118.85,178.45,59.6,0.109122,1,ok,20260514T062945+0900_939_gpu-server_mob100_dvfs9_cuda_l100_r4_lsweep.json,1
gpu-server,mobilenet-v2-100,9,1800MHz,dvfs9,server,548.4,1.0,548.4,5,553.03,56.54,118.95,179.04,60.09,0.108656,1,ok,20260514T063106+0900_004_gpu-server_mob100_dvfs9_cuda_l100_r5_lsweep.json,1
gpu-server,mobilenet-v2-100,9,1800MHz,dvfs9,server,548.4,1.0,548.4,6,548.73,25.31,118.6,178.78,60.18,0.109671,1,ok,20260514T063226+0900_084_gpu-server_mob100_dvfs9_cuda_l100_r6_lsweep.json,1
gpu-server,mobilenet-v2-100,9,1800MHz,dvfs9,server,548.4,1.0,548.4,7,543.13,47.12,119.3,178.47,59.17,0.108943,1,ok,20260514T063346+0900_102_gpu-server_mob100_dvfs9_cuda_l100_r7_lsweep.json,1
gpu-server,mobilenet-v2-100,9,1800MHz,dvfs9,server,548.4,1.0,548.4,8,548.25,36.78,119.4,179.22,59.82,0.109111,1,ok,20260514T063506+0900_140_gpu-server_mob100_dvfs9_cuda_l100_r8_lsweep.json,1
gpu-server,mobilenet-v2-100,9,1800MHz,dvfs9,server,548.4,1.0,548.4,9,543.2,24.65,118.9,178.44,59.54,0.10961,1,ok,20260514T063626+0900_145_gpu-server_mob100_dvfs9_cuda_l100_r9_lsweep.json,1
gpu-server,mobilenet-v2-100,10,1905MHz,dvfs10,server,590.6,0.25,147.65,0,147.27,20.88,127.15,142.99,15.84,0.107558,1,ok,20260514T063803+0900_680_gpu-server_mob100_dvfs10_cuda_l025_r0_lsweep.json,1
gpu-server,mobilenet-v2-100,10,1905MHz,dvfs10,server,590.6,0.25,147.65,1,144.9,20.36,126.7,143.51,16.81,0.116011,1,ok,20260514T063923+0900_756_gpu-server_mob100_dvfs10_cuda_l025_r1_lsweep.json,1
gpu-server,mobilenet-v2-100,10,1905MHz,dvfs10,server,590.6,0.25,147.65,2,148.2,20.47,125.8,143.67,17.87,0.12058,1,ok,20260514T064043+0900_860_gpu-server_mob100_dvfs10_cuda_l025_r2_lsweep.json,1
gpu-server,mobilenet-v2-100,10,1905MHz,dvfs10,server,590.6,0.25,147.65,3,148.42,20.2,126.65,144.24,17.59,0.118515,1,ok,20260514T064204+0900_029_gpu-server_mob100_dvfs10_cuda_l025_r3_lsweep.json,1
gpu-server,mobilenet-v2-100,10,1905MHz,dvfs10,server,590.6,0.25,147.65,4,147.93,20.56,126.8,143.98,17.18,0.116136,1,ok,20260514T064324+0900_024_gpu-server_mob100_dvfs10_cuda_l025_r4_lsweep.json,1
gpu-server,mobilenet-v2-100,10,1905MHz,dvfs10,server,590.6,0.25,147.65,5,145.55,20.06,126.75,143.5,16.75,0.115081,1,ok,20260514T064444+0900_061_gpu-server_mob100_dvfs10_cuda_l025_r5_lsweep.json,1
gpu-server,mobilenet-v2-100,10,1905MHz,dvfs10,server,590.6,0.25,147.65,6,145.85,20.0,126.7,143.66,16.96,0.116284,1,ok,20260514T064604+0900_036_gpu-server_mob100_dvfs10_cuda_l025_r6_lsweep.json,1
gpu-server,mobilenet-v2-100,10,1905MHz,dvfs10,server,590.6,0.25,147.65,7,147.78,20.29,126.55,144.15,17.6,0.119096,1,ok,20260514T064724+0900_167_gpu-server_mob100_dvfs10_cuda_l025_r7_lsweep.json,1
gpu-server,mobilenet-v2-100,10,1905MHz,dvfs10,server,590.6,0.25,147.65,8,147.35,20.52,126.5,144.04,17.54,0.119036,1,ok,20260514T064844+0900_208_gpu-server_mob100_dvfs10_cuda_l025_r8_lsweep.json,1
gpu-server,mobilenet-v2-100,10,1905MHz,dvfs10,server,590.6,0.25,147.65,9,146.62,21.55,126.3,143.64,17.34,0.118265,1,ok,20260514T065004+0900_282_gpu-server_mob100_dvfs10_cuda_l025_r9_lsweep.json,1
gpu-server,mobilenet-v2-100,10,1905MHz,dvfs10,server,590.6,0.5,295.3,0,297.93,22.05,126.65,164.57,37.92,0.127278,1,ok,20260514T065124+0900_394_gpu-server_mob100_dvfs10_cuda_l050_r0_lsweep.json,1
gpu-server,mobilenet-v2-100,10,1905MHz,dvfs10,server,590.6,0.5,295.3,1,292.73,23.99,126.6,164.52,37.92,0.129539,1,ok,20260514T065244+0900_361_gpu-server_mob100_dvfs10_cuda_l050_r1_lsweep.json,1
gpu-server,mobilenet-v2-100,10,1905MHz,dvfs10,server,590.6,0.5,295.3,2,296.85,23.24,127.9,165.99,38.09,0.128314,1,ok,20260514T065404+0900_325_gpu-server_mob100_dvfs10_cuda_l050_r2_lsweep.json,1
gpu-server,mobilenet-v2-100,10,1905MHz,dvfs10,server,590.6,0.5,295.3,3,293.97,22.77,127.3,165.65,38.35,0.130455,1,ok,20260514T065524+0900_319_gpu-server_mob100_dvfs10_cuda_l050_r3_lsweep.json,1
gpu-server,mobilenet-v2-100,10,1905MHz,dvfs10,server,590.6,0.5,295.3,4,294.0,23.18,129.1,166.3,37.2,0.126531,1,ok,20260514T065644+0900_307_gpu-server_mob100_dvfs10_cuda_l050_r4_lsweep.json,1
gpu-server,mobilenet-v2-100,10,1905MHz,dvfs10,server,590.6,0.5,295.3,5,294.03,21.29,128.15,166.35,38.2,0.129919,1,ok,20260514T065804+0900_301_gpu-server_mob100_dvfs10_cuda_l050_r5_lsweep.json,1
gpu-server,mobilenet-v2-100,10,1905MHz,dvfs10,server,590.6,0.5,295.3,6,297.22,22.75,127.65,167.1,39.45,0.13273,1,ok,20260514T065924+0900_389_gpu-server_mob100_dvfs10_cuda_l050_r6_lsweep.json,1
gpu-server,mobilenet-v2-100,10,1905MHz,dvfs10,server,590.6,0.5,295.3,7,296.88,22.77,128.0,167.28,39.28,0.132309,1,ok,20260514T070044+0900_386_gpu-server_mob100_dvfs10_cuda_l050_r7_lsweep.json,1
gpu-server,mobilenet-v2-100,10,1905MHz,dvfs10,server,590.6,0.5,295.3,8,296.38,22.22,128.85,166.75,37.9,0.127876,1,ok,20260514T070204+0900_464_gpu-server_mob100_dvfs10_cuda_l050_r8_lsweep.json,1
gpu-server,mobilenet-v2-100,10,1905MHz,dvfs10,server,590.6,0.5,295.3,9,297.72,22.54,128.2,167.21,39.01,0.131029,1,ok,20260514T070324+0900_529_gpu-server_mob100_dvfs10_cuda_l050_r9_lsweep.json,1
gpu-server,mobilenet-v2-100,10,1905MHz,dvfs10,server,590.6,0.75,442.95,0,439.73,22.59,127.95,188.74,60.79,0.138244,1,ok,20260514T070444+0900_540_gpu-server_mob100_dvfs10_cuda_l075_r0_lsweep.json,1
gpu-server,mobilenet-v2-100,10,1905MHz,dvfs10,server,590.6,0.75,442.95,1,442.3,22.58,131.4,191.46,60.06,0.13579,1,ok,20260514T070604+0900_624_gpu-server_mob100_dvfs10_cuda_l075_r1_lsweep.json,1
