model,model_label,segment,segment_label,segment_hex,device,dvfs_mode,dvfs_mode_label,condition_tag,capacity_ips,lambda_frac,load_group_pct,target_rps,n_runs,p95_latency_ms,ac_input_energy_j_per_inf,p95_deadline_feasible,deadline_normalized_ac_input_energy_delay_j_per_inf,deadline_normalized_edp_efficiency_inf_per_j,ac_input_energy_efficiency_inf_per_j
mobilenet-v2-050,MobileNet-V2 0.5,Jetson,Jetson,0072B2,xavier,3,MODE_10W_2CORE,dvfs3,218.8,0.25,25,54.7,10,14.26,0.019765,1,0.002818489,354.80003647344375,50.59448520111307
mobilenet-v2-050,MobileNet-V2 0.5,Jetson,Jetson,0072B2,xavier,4,MODE_10W_4CORE,dvfs4,225.6,0.25,25,56.4,10,13.625,0.019103,1,0.00260278375,384.20402770687343,52.34779877506151
mobilenet-v2-050,MobileNet-V2 0.5,Jetson,Jetson,0072B2,xavier,5,MODE_10W_DESKTOP,dvfs5,212.5,0.25,25,53.12,10,13.59,0.025509,1,0.0034666731,288.46100314448455,39.20185032733545
mobilenet-v2-050,MobileNet-V2 0.5,Jetson,Jetson,0072B2,xavier,6,MODE_20W_2CORE,dvfs6,273.1,0.25,25,68.28,10,11.795,0.025723,1,0.00303402785,329.5948651229421,38.87571434125102
mobilenet-v2-050,MobileNet-V2 0.5,Jetson,Jetson,0072B2,xavier,7,MODE_20W_4CORE,dvfs7,287.5,0.25,25,71.88,10,11.89,0.024752,1,0.0029430128,339.7878527745445,40.40077569489334
mobilenet-v2-050,MobileNet-V2 0.5,Jetson,Jetson,0072B2,xavier,8,MODE_20W_6CORE,dvfs8,300.0,0.25,25,75.0,10,11.685,0.024391,1,0.00285008835,350.8663161266562,40.99872903939978
mobilenet-v2-050,MobileNet-V2 0.5,Jetson,Jetson,0072B2,jetson,0,MAXN,dvfs0,98.9,0.5,50,49.45,10,25.405,0.04408,1,0.011198524000000001,89.29748241821868,22.686025408348456
mobilenet-v2-050,MobileNet-V2 0.5,Jetson,Jetson,0072B2,jetson,1,5W,dvfs1,64.1,0.5,50,32.05,10,34.335,0.041368,1,0.014203702800000002,70.40417657851866,24.17327402823438
mobilenet-v2-050,MobileNet-V2 0.5,Jetson,Jetson,0072B2,orin,0,MAXN,dvfs0,718.8,0.5,50,359.4,10,8.385,0.015464,1,0.0012966564,771.2143324939436,64.66632177961718
mobilenet-v2-050,MobileNet-V2 0.5,Jetson,Jetson,0072B2,orin,1,MODE_15W,dvfs1,226.6,0.5,50,113.3,10,15.83,0.01137,1,0.0017998710000000002,555.5953732239699,87.95074758135445
mobilenet-v2-050,MobileNet-V2 0.5,Jetson,Jetson,0072B2,orin,2,MODE_30W,dvfs2,390.6,0.5,50,195.3,10,11.52,0.009606,1,0.0011066112,903.6597496934786,104.10160316468874
mobilenet-v2-050,MobileNet-V2 0.5,Jetson,Jetson,0072B2,orin,3,MODE_50W,dvfs3,484.4,0.5,50,242.2,10,10.005,0.011608,1,0.0011613804000000002,861.0443227731413,86.1474844934528
mobilenet-v2-050,MobileNet-V2 0.5,Jetson,Jetson,0072B2,orin-nano,0,15W,dvfs0,494.2,0.5,50,247.1,10,7.46,0.008557,1,0.0006383522,1566.5333337928498,116.86338670094659
mobilenet-v2-050,MobileNet-V2 0.5,Jetson,Jetson,0072B2,orin-nano,1,25W,dvfs1,618.4,0.5,50,309.2,10,6.175,0.008825,1,0.00054494375,1835.0517828674979,113.31444759206799
mobilenet-v2-050,MobileNet-V2 0.5,Jetson,Jetson,0072B2,orin-nano,2,MAXN_SUPER,dvfs2,663.5,0.5,50,331.75,10,5.825,0.009336,1,0.000543822,1838.8369723917015,107.11225364181662
mobilenet-v2-050,MobileNet-V2 0.5,Jetson,Jetson,0072B2,orin-nano,3,7W,dvfs3,268.3,0.5,50,134.15,10,12.355,0.009108,1,0.0011252934,888.6571271101385,109.79358805445763
mobilenet-v2-050,MobileNet-V2 0.5,Jetson,Jetson,0072B2,xavier,0,MODE_15W_2CORE,dvfs0,256.2,0.5,50,128.1,10,17.38,0.023741,1,0.0041261858,242.35457356282888,42.12122488521966
mobilenet-v2-050,MobileNet-V2 0.5,Jetson,Jetson,0072B2,xavier,1,MODE_15W_4CORE,dvfs1,275.0,0.5,50,137.5,10,15.475,0.023426,1,0.0036251734999999995,275.8488662680559,42.68761205498165
mobilenet-v2-050,MobileNet-V2 0.5,Jetson,Jetson,0072B2,xavier,2,MODE_15W_6CORE,dvfs2,287.5,0.5,50,143.75,10,15.555,0.023407,1,0.00364095885,274.6529255610785,42.72226257102576
mobilenet-v2-050,MobileNet-V2 0.5,Jetson,Jetson,0072B2,xavier,3,MODE_10W_2CORE,dvfs3,218.8,0.5,50,109.4,10,19.65,0.01919,1,0.0037708349999999997,265.19325295325837,52.11047420531527
mobilenet-v2-050,MobileNet-V2 0.5,Jetson,Jetson,0072B2,xavier,4,MODE_10W_4CORE,dvfs4,225.6,0.5,50,112.8,10,17.395,0.018891,1,0.0032860894500000002,304.3130794872306,52.935260176803766
mobilenet-v2-050,MobileNet-V2 0.5,Jetson,Jetson,0072B2,xavier,5,MODE_10W_DESKTOP,dvfs5,212.5,0.5,50,106.25,10,17.755,0.024018,1,0.0042643959,234.4998033601899,41.63544008660171
mobilenet-v2-050,MobileNet-V2 0.5,Jetson,Jetson,0072B2,xavier,6,MODE_20W_2CORE,dvfs6,273.1,0.5,50,136.55,10,15.9,0.02488,1,0.00395592,252.78569839632752,40.19292604501608
mobilenet-v2-050,MobileNet-V2 0.5,Jetson,Jetson,0072B2,xavier,7,MODE_20W_4CORE,dvfs7,287.5,0.5,50,143.75,10,15.525,0.024386,1,0.0037859265000000004,264.1361368214623,41.007135241532026
mobilenet-v2-050,MobileNet-V2 0.5,Jetson,Jetson,0072B2,xavier,8,MODE_20W_6CORE,dvfs8,300.0,0.5,50,150.0,10,15.01,0.024442,1,0.0036687442,272.5728329601175,40.91318222731364
mobilenet-v2-050,MobileNet-V2 0.5,Jetson,Jetson,0072B2,jetson,0,MAXN,dvfs0,98.9,0.75,75,74.18,10,37.485,0.046404,1,0.0173945394,57.48930609798153,21.549866390828377
mobilenet-v2-050,MobileNet-V2 0.5,Jetson,Jetson,0072B2,jetson,1,5W,dvfs1,64.1,0.75,75,48.07,10,47.0,0.034661,1,0.016290669999999997,61.38482947601296,28.850869853726092
mobilenet-v2-050,MobileNet-V2 0.5,Jetson,Jetson,0072B2,orin,0,MAXN,dvfs0,718.8,0.75,75,539.1,10,12.34,0.01502,1,0.001853468,539.5291421270829,66.57789613848202
mobilenet-v2-050,MobileNet-V2 0.5,Jetson,Jetson,0072B2,orin,1,MODE_15W,dvfs1,226.6,0.75,75,169.95,10,24.785,0.01113,1,0.0027585705,362.5065953543692,89.84725965858041
mobilenet-v2-050,MobileNet-V2 0.5,Jetson,Jetson,0072B2,orin,2,MODE_30W,dvfs2,390.6,0.75,75,292.95,10,16.32,0.009351,1,0.0015260832,655.2722682485464,106.94043417816276
mobilenet-v2-050,MobileNet-V2 0.5,Jetson,Jetson,0072B2,orin,3,MODE_50W,dvfs3,484.4,0.75,75,363.3,10,14.35,0.011166,1,0.001602321,624.0946726654646,89.55758552749417
mobilenet-v2-050,MobileNet-V2 0.5,Jetson,Jetson,0072B2,orin-nano,0,15W,dvfs0,494.2,0.75,75,370.65,10,11.23,0.008324,1,0.0009347852,1069.7644763738238,120.1345506967804
mobilenet-v2-050,MobileNet-V2 0.5,Jetson,Jetson,0072B2,orin-nano,1,25W,dvfs1,618.4,0.75,75,463.8,10,9.725,0.008462,1,0.0008229295000000001,1215.1709229040882,118.17537225242259
mobilenet-v2-050,MobileNet-V2 0.5,Jetson,Jetson,0072B2,orin-nano,2,MAXN_SUPER,dvfs2,663.5,0.75,75,497.62,10,9.08,0.008987,1,0.0008160196000000001,1225.4607609915251,111.27183709803049
mobilenet-v2-050,MobileNet-V2 0.5,Jetson,Jetson,0072B2,orin-nano,3,7W,dvfs3,268.3,0.75,75,201.23,10,20.085,0.008873,1,0.0017821420500000002,561.1224986246185,112.70145384875464
mobilenet-v2-050,MobileNet-V2 0.5,Jetson,Jetson,0072B2,xavier,0,MODE_15W_2CORE,dvfs0,256.2,0.75,75,192.15,10,26.395,0.023788,1,0.0062788426,159.26502123177926,42.03800235412813
mobilenet-v2-050,MobileNet-V2 0.5,Jetson,Jetson,0072B2,xavier,1,MODE_15W_4CORE,dvfs1,275.0,0.75,75,206.25,10,24.165,0.023051,1,0.0055702741499999995,179.52437762870255,43.382065853975966
mobilenet-v2-050,MobileNet-V2 0.5,Jetson,Jetson,0072B2,xavier,2,MODE_15W_6CORE,dvfs2,287.5,0.75,75,215.62,10,23.745,0.02301,1,0.0054637245,183.02533372610569,43.4593654932638
mobilenet-v2-050,MobileNet-V2 0.5,Jetson,Jetson,0072B2,xavier,3,MODE_10W_2CORE,dvfs3,218.8,0.75,75,164.1,10,31.57,0.018666,1,0.005892856199999999,169.6969968484892,53.57334190506804
mobilenet-v2-050,MobileNet-V2 0.5,Jetson,Jetson,0072B2,xavier,4,MODE_10W_4CORE,dvfs4,225.6,0.75,75,169.2,10,25.995,0.018405,1,0.0047843797500000005,209.0135090133679,54.33306166802499
mobilenet-v2-050,MobileNet-V2 0.5,Jetson,Jetson,0072B2,xavier,5,MODE_10W_DESKTOP,dvfs5,212.5,0.75,75,159.38,10,26.07,0.023067,1,0.0060135669000000004,166.29065854409967,43.35197468244679
mobilenet-v2-050,MobileNet-V2 0.5,Jetson,Jetson,0072B2,xavier,6,MODE_20W_2CORE,dvfs6,273.1,0.75,75,204.83,10,24.14,0.024456,1,0.0059036784,169.38592047967924,40.88976120379457
mobilenet-v2-050,MobileNet-V2 0.5,Jetson,Jetson,0072B2,xavier,7,MODE_20W_4CORE,dvfs7,287.5,0.75,75,215.62,10,24.055,0.023529,1,0.0056599009499999995,176.68153715658224,42.50074376301585
mobilenet-v2-050,MobileNet-V2 0.5,Jetson,Jetson,0072B2,xavier,8,MODE_20W_6CORE,dvfs8,300.0,0.75,75,225.0,10,23.04,0.023037,1,0.0053077248,188.40464373736935,43.408429917089904
mobilenet-v2-050,MobileNet-V2 0.5,Jetson,Jetson,0072B2,jetson,0,MAXN,dvfs0,98.9,1.0,100,98.9,10,72.11,0.047837,1,0.034495260699999995,28.98948956196757,20.90432092313481
mobilenet-v2-050,MobileNet-V2 0.5,Jetson,Jetson,0072B2,jetson,1,5W,dvfs1,64.1,1.0,100,64.1,10,76.865,0.033042,1,0.0253977333,39.3735924457479,30.264511833424127
mobilenet-v2-050,MobileNet-V2 0.5,Jetson,Jetson,0072B2,orin,0,MAXN,dvfs0,718.8,1.0,100,718.8,10,94.62,0.014839,1,0.0140406618,71.2217140647886,67.38998584810297
mobilenet-v2-050,MobileNet-V2 0.5,Jetson,Jetson,0072B2,orin,1,MODE_15W,dvfs1,226.6,1.0,100,226.6,10,81.42,0.010889,1,0.0088658238,112.79267697605269,91.83579759390211
mobilenet-v2-050,MobileNet-V2 0.5,Jetson,Jetson,0072B2,orin,2,MODE_30W,dvfs2,390.6,1.0,100,390.6,10,75.73,0.008979,1,0.006799796699999999,147.06322028715948,111.37097672346587
mobilenet-v2-050,MobileNet-V2 0.5,Jetson,Jetson,0072B2,orin,3,MODE_50W,dvfs3,484.4,1.0,100,484.4,10,51.955,0.01093,1,0.0056786815,176.09721552441354,91.49130832570906
mobilenet-v2-050,MobileNet-V2 0.5,Jetson,Jetson,0072B2,orin-nano,0,15W,dvfs0,494.2,1.0,100,494.2,10,44.52,0.00816,1,0.0036328320000000003,275.26733964025857,122.54901960784314
mobilenet-v2-050,MobileNet-V2 0.5,Jetson,Jetson,0072B2,orin-nano,1,25W,dvfs1,618.4,1.0,100,618.4,10,40.565,0.008289,1,0.0033624328499999995,297.4037087461836,120.64181445288938
mobilenet-v2-050,MobileNet-V2 0.5,Jetson,Jetson,0072B2,orin-nano,2,MAXN_SUPER,dvfs2,663.5,1.0,100,663.5,10,49.77,0.008719,1,0.0043394463,230.44414675669566,114.69205184080744
mobilenet-v2-050,MobileNet-V2 0.5,Jetson,Jetson,0072B2,orin-nano,3,7W,dvfs3,268.3,1.0,100,268.3,10,66.615,0.008649,1,0.00576153135,173.5649672373995,115.62030292519366
mobilenet-v2-050,MobileNet-V2 0.5,Jetson,Jetson,0072B2,xavier,0,MODE_15W_2CORE,dvfs0,256.2,1.0,100,256.2,10,72.225,0.023478,1,0.016956985499999997,58.972746069753974,42.5930658488798
mobilenet-v2-050,MobileNet-V2 0.5,Jetson,Jetson,0072B2,xavier,1,MODE_15W_4CORE,dvfs1,275.0,1.0,100,275.0,10,81.06,0.022866,1,0.0185351796,53.951459957798306,43.733053441791306
mobilenet-v2-050,MobileNet-V2 0.5,Jetson,Jetson,0072B2,xavier,2,MODE_15W_6CORE,dvfs2,287.5,1.0,100,287.5,10,81.765,0.022713,1,0.01857128445,53.846571716260584,44.027649363800464
mobilenet-v2-050,MobileNet-V2 0.5,Jetson,Jetson,0072B2,xavier,3,MODE_10W_2CORE,dvfs3,218.8,1.0,100,218.8,10,87.23,0.018434,1,0.0160799782,62.189139037514366,54.247585982423786
mobilenet-v2-050,MobileNet-V2 0.5,Jetson,Jetson,0072B2,xavier,4,MODE_10W_4CORE,dvfs4,225.6,1.0,100,225.6,10,61.205,0.018006,1,0.0110205723,90.73938927835898,55.537043207819615
mobilenet-v2-050,MobileNet-V2 0.5,Jetson,Jetson,0072B2,xavier,5,MODE_10W_DESKTOP,dvfs5,212.5,1.0,100,212.5,10,86.66,0.023102,1,0.0200201932,49.94956791925465,43.286295558826076
mobilenet-v2-050,MobileNet-V2 0.5,Jetson,Jetson,0072B2,xavier,6,MODE_20W_2CORE,dvfs6,273.1,1.0,100,273.1,10,64.2,0.023815,1,0.015289230000000001,65.40551747864346,41.990342221289104
mobilenet-v2-050,MobileNet-V2 0.5,Jetson,Jetson,0072B2,xavier,7,MODE_20W_4CORE,dvfs7,287.5,1.0,100,287.5,10,73.285,0.023063,1,0.01690171955,59.16557762313599,43.35949356111521
mobilenet-v2-050,MobileNet-V2 0.5,Jetson,Jetson,0072B2,xavier,8,MODE_20W_6CORE,dvfs8,300.0,1.0,100,300.0,10,93.23,0.023079,1,0.0215165517,46.47584863702858,43.32943368430175
mobilenet-v2-050,MobileNet-V2 0.5,SB-NPU,Small-board NPU,009E73,orangepi-npu,0,fixed,dvfs0,234.4,0.25,25,58.6,10,39.63,0.014472,1,0.005735253600000001,174.36020614676914,69.09894969596462
mobilenet-v2-050,MobileNet-V2 0.5,SB-NPU,Small-board NPU,009E73,orangepi-npu,0,fixed,dvfs0,234.4,0.5,50,117.2,10,33.58,0.012986,1,0.0043606988,229.3210436822649,77.00600646850455
mobilenet-v2-050,MobileNet-V2 0.5,SB-NPU,Small-board NPU,009E73,orangepi-npu,0,fixed,dvfs0,234.4,0.75,75,175.8,10,31.43,0.01162,1,0.003652166,273.81011706477744,86.05851979345955
mobilenet-v2-050,MobileNet-V2 0.5,SB-NPU,Small-board NPU,009E73,orangepi-npu,0,fixed,dvfs0,234.4,1.0,100,234.4,10,86.3,0.010828,1,0.009344564000000001,107.01408861879483,92.35315847801994
mobilenet-v2-050,MobileNet-V2 0.5,SB-CPU,Small-board CPU,CC79A7,lattepanda,0,fixed,dvfs0,136.3,0.25,25,34.08,10,12.77,0.182466,1,0.023300908199999998,42.916782102081335,5.4804730744357855
mobilenet-v2-050,MobileNet-V2 0.5,SB-CPU,Small-board CPU,CC79A7,orangepi,0,fixed,dvfs0,98.4,0.25,25,24.6,10,35.5,0.16225,1,0.057598750000000004,17.361487879511273,6.163328197226502
mobilenet-v2-050,MobileNet-V2 0.5,SB-CPU,Small-board CPU,CC79A7,rasp5,0,fixed,dvfs0,42.9,0.25,25,10.72,10,36.935,0.103211,1,0.038120982850000006,26.232272235341906,9.688889750123534
mobilenet-v2-050,MobileNet-V2 0.5,SB-CPU,Small-board CPU,CC79A7,lattepanda,0,fixed,dvfs0,136.3,0.5,50,68.15,10,17.615,0.122053,1,0.021499635949999995,46.5124154811561,8.193161987005645
mobilenet-v2-050,MobileNet-V2 0.5,SB-CPU,Small-board CPU,CC79A7,orangepi,0,fixed,dvfs0,98.4,0.5,50,49.2,10,37.79,0.130071,1,0.0491538309,20.344294263338895,7.688108802115768
mobilenet-v2-050,MobileNet-V2 0.5,SB-CPU,Small-board CPU,CC79A7,rasp5,0,fixed,dvfs0,42.9,0.5,50,21.45,10,45.055,0.104093,1,0.04689910115,21.32237026892359,9.606793924663522
mobilenet-v2-050,MobileNet-V2 0.5,SB-CPU,Small-board CPU,CC79A7,lattepanda,0,fixed,dvfs0,136.3,0.75,75,102.23,10,26.35,0.102854,1,0.027102029,36.89760644857992,9.722519299200808
mobilenet-v2-050,MobileNet-V2 0.5,SB-CPU,Small-board CPU,CC79A7,orangepi,0,fixed,dvfs0,98.4,0.75,75,73.8,10,43.215,0.11109,1,0.0480075435,20.830059759254294,9.001710324961744
mobilenet-v2-050,MobileNet-V2 0.5,SB-CPU,Small-board CPU,CC79A7,rasp5,0,fixed,dvfs0,42.9,0.75,75,32.17,10,57.15,0.103931,1,0.0593965665,16.835990006257347,9.621768288576074
mobilenet-v2-050,MobileNet-V2 0.5,SB-CPU,Small-board CPU,CC79A7,lattepanda,0,fixed,dvfs0,136.3,1.0,100,136.3,10,62.85,0.084627,1,0.0531880695,18.801208793637453,11.81655972680114
mobilenet-v2-050,MobileNet-V2 0.5,SB-CPU,Small-board CPU,CC79A7,orangepi,0,fixed,dvfs0,98.4,1.0,100,98.4,10,72.355,0.098452,1,0.0712349446,14.03805401429343,10.15723398204201
mobilenet-v2-050,MobileNet-V2 0.5,SB-CPU,Small-board CPU,CC79A7,rasp5,0,fixed,dvfs0,42.9,1.0,100,42.9,10,86.63,0.105421,1,0.0913262123,10.949758835010833,9.485776078769884
mobilenet-v2-100,MobileNet-V2 1.0,Server,Server,D55E00,gpu-server,0,300MHz,dvfs0,168.8,0.25,25,42.2,10,19.9,0.075248,1,0.014974351999999998,66.78085302121923,13.289389751222625
mobilenet-v2-100,MobileNet-V2 1.0,Server,Server,D55E00,gpu-server,1,420MHz,dvfs1,307.3,0.25,25,76.83,10,20.695,0.069982,1,0.014482774900000002,69.04754143489448,14.289388699951415
mobilenet-v2-100,MobileNet-V2 1.0,Server,Server,D55E00,gpu-server,2,600MHz,dvfs2,421.9,0.25,25,105.47,10,20.95,0.069556,1,0.014571982,68.62484458188322,14.376904939904536
mobilenet-v2-100,MobileNet-V2 1.0,Server,Server,D55E00,gpu-server,3,810MHz,dvfs3,480.9,0.25,25,120.22,10,21.26,0.072369,1,0.015385649400000001,64.99563157860597,13.81807127361163
mobilenet-v2-100,MobileNet-V2 1.0,Server,Server,D55E00,gpu-server,4,1005MHz,dvfs4,510.1,0.25,25,127.53,10,19.93,0.066963,1,0.013345725899999999,74.93035654208964,14.933620058838464
mobilenet-v2-100,MobileNet-V2 1.0,Server,Server,D55E00,gpu-server,5,1200MHz,dvfs5,590.6,0.25,25,147.65,10,21.445,0.067962,1,0.0145744509,68.61321958963133,14.71410494099644
mobilenet-v2-100,MobileNet-V2 1.0,Server,Server,D55E00,gpu-server,6,1410MHz,dvfs6,548.4,0.25,25,137.1,10,21.18,0.067209,1,0.0142348662,70.25004562389213,14.878959663140352
mobilenet-v2-100,MobileNet-V2 1.0,Server,Server,D55E00,gpu-server,7,1545MHz,dvfs7,547.7,0.25,25,136.93,10,20.605,0.072507,1,0.01494006735,66.93410254271711,13.791771828926862
mobilenet-v2-100,MobileNet-V2 1.0,Server,Server,D55E00,gpu-server,8,1710MHz,dvfs8,534.4,0.25,25,133.6,10,20.44,0.088666,1,0.0181233304,55.17749651576181,11.278280287821714
mobilenet-v2-100,MobileNet-V2 1.0,Server,Server,D55E00,gpu-server,9,1800MHz,dvfs9,548.4,0.25,25,137.1,10,20.43,0.097074,1,0.019832218199999998,50.42300311116989,10.301419535612007
mobilenet-v2-100,MobileNet-V2 1.0,Server,Server,D55E00,gpu-server,10,1905MHz,dvfs10,590.6,0.25,25,147.65,10,20.415,0.117275,1,0.023941691249999997,41.768143676984394,8.526966531656363
mobilenet-v2-100,MobileNet-V2 1.0,Server,Server,D55E00,gpu-server,11,1950MHz,dvfs11,562.5,0.25,25,140.62,10,20.07,0.123694,1,0.0248253858,40.28134781293107,8.084466506055266
mobilenet-v2-100,MobileNet-V2 1.0,Server,Server,D55E00,gpu-server,0,300MHz,dvfs0,168.8,0.5,50,84.4,10,21.32,0.105618,1,0.0225177576,44.409395365371545,9.468083091897213
mobilenet-v2-100,MobileNet-V2 1.0,Server,Server,D55E00,gpu-server,1,420MHz,dvfs1,307.3,0.5,50,153.65,10,20.415,0.089902,1,0.0183534933,54.48554036304359,11.123223065115349
mobilenet-v2-100,MobileNet-V2 1.0,Server,Server,D55E00,gpu-server,2,600MHz,dvfs2,421.9,0.5,50,210.95,10,21.57,0.083474,1,0.0180053418,55.53907340986995,11.979778134508948
mobilenet-v2-100,MobileNet-V2 1.0,Server,Server,D55E00,gpu-server,3,810MHz,dvfs3,480.9,0.5,50,240.45,10,22.025,0.078567,1,0.017304381749999997,57.78883143282482,12.727990123079666
mobilenet-v2-100,MobileNet-V2 1.0,Server,Server,D55E00,gpu-server,4,1005MHz,dvfs4,510.1,0.5,50,255.05,10,21.425,0.077305,1,0.016562596250000002,60.37700762040854,12.935773882672532
mobilenet-v2-100,MobileNet-V2 1.0,Server,Server,D55E00,gpu-server,5,1200MHz,dvfs5,590.6,0.5,50,295.3,10,22.83,0.074988,1,0.0171197604,58.41203244877189,13.335467008054621
mobilenet-v2-100,MobileNet-V2 1.0,Server,Server,D55E00,gpu-server,6,1410MHz,dvfs6,548.4,0.5,50,274.2,10,23.195,0.075165,1,0.017434521749999998,57.35746665950273,13.304064391671657
mobilenet-v2-100,MobileNet-V2 1.0,Server,Server,D55E00,gpu-server,7,1545MHz,dvfs7,547.7,0.5,50,273.85,10,22.22,0.084213,1,0.0187121286,53.44127444699157,11.874651182121525
mobilenet-v2-100,MobileNet-V2 1.0,Server,Server,D55E00,gpu-server,8,1710MHz,dvfs8,534.4,0.5,50,267.2,10,22.565,0.097631,1,0.02203043515,45.39174978575037,10.242648339154572
mobilenet-v2-100,MobileNet-V2 1.0,Server,Server,D55E00,gpu-server,9,1800MHz,dvfs9,548.4,0.5,50,274.2,10,22.35,0.105629,1,0.0236080815,42.35837630431765,9.467097104014996
mobilenet-v2-100,MobileNet-V2 1.0,Server,Server,D55E00,gpu-server,10,1905MHz,dvfs10,590.6,0.5,50,295.3,10,22.76,0.129729,1,0.029526320400000007,33.8680874031293,7.70837669295223
mobilenet-v2-100,MobileNet-V2 1.0,Server,Server,D55E00,gpu-server,11,1950MHz,dvfs11,562.5,0.5,50,281.25,10,22.36,0.14043,1,0.031400147999999996,31.846983651159864,7.120985544399345
mobilenet-v2-100,MobileNet-V2 1.0,Server,Server,D55E00,gpu-server,0,300MHz,dvfs0,168.8,0.75,75,126.6,10,27.11,0.139176,1,0.0377306136,26.503677109560712,7.185146864401909
mobilenet-v2-100,MobileNet-V2 1.0,Server,Server,D55E00,gpu-server,1,420MHz,dvfs1,307.3,0.75,75,230.48,10,20.395,0.097922,1,0.019971191899999997,50.072124137968956,10.212209717938768
mobilenet-v2-100,MobileNet-V2 1.0,Server,Server,D55E00,gpu-server,2,600MHz,dvfs2,421.9,0.75,75,316.42,10,20.08,0.08566,1,0.017200528,58.13775018999417,11.67406023815083
mobilenet-v2-100,MobileNet-V2 1.0,Server,Server,D55E00,gpu-server,3,810MHz,dvfs3,480.9,0.75,75,360.67,10,20.925,0.07837,1,0.0163989225,60.97961619124671,12.759984688018376
mobilenet-v2-100,MobileNet-V2 1.0,Server,Server,D55E00,gpu-server,4,1005MHz,dvfs4,510.1,0.75,75,382.58,10,20.275,0.081074,1,0.0164377535,60.83556369183904,12.334410538520364
mobilenet-v2-100,MobileNet-V2 1.0,Server,Server,D55E00,gpu-server,5,1200MHz,dvfs5,590.6,0.75,75,442.95,10,23.205,0.074613,1,0.01731394665,57.756906626485424,13.402490182675942
mobilenet-v2-100,MobileNet-V2 1.0,Server,Server,D55E00,gpu-server,6,1410MHz,dvfs6,548.4,0.75,75,411.3,10,22.905,0.079461,1,0.01820054205,54.94341856703108,12.584790022778469
mobilenet-v2-100,MobileNet-V2 1.0,Server,Server,D55E00,gpu-server,7,1545MHz,dvfs7,547.7,0.75,75,410.78,10,22.715,0.086154,1,0.0195698811,51.098930795241266,11.607122130139054
mobilenet-v2-100,MobileNet-V2 1.0,Server,Server,D55E00,gpu-server,8,1710MHz,dvfs8,534.4,0.75,75,400.8,10,23.0,0.102288,1,0.02352624,42.505729772373314,9.776317847645862
mobilenet-v2-100,MobileNet-V2 1.0,Server,Server,D55E00,gpu-server,9,1800MHz,dvfs9,548.4,0.75,75,411.3,10,22.07,0.108152,1,0.0238691464,41.895088464495736,9.24624602411421
mobilenet-v2-100,MobileNet-V2 1.0,Server,Server,D55E00,gpu-server,10,1905MHz,dvfs10,590.6,0.75,75,442.95,10,22.33,0.14177,1,0.031657240999999996,31.588349723843592,7.0536784933342735
mobilenet-v2-100,MobileNet-V2 1.0,Server,Server,D55E00,gpu-server,11,1950MHz,dvfs11,562.5,0.75,75,421.88,10,22.72,0.15278,1,0.034711616,28.80879991297438,6.545359340227779
mobilenet-v2-100,MobileNet-V2 1.0,Server,Server,D55E00,gpu-server,0,300MHz,dvfs0,168.8,1.0,100,168.8,10,65.52,0.146682,1,0.0961060464,10.405172592762073,6.817469082777709
mobilenet-v2-100,MobileNet-V2 1.0,Server,Server,D55E00,gpu-server,1,420MHz,dvfs1,307.3,1.0,100,307.3,10,42.79,0.102199,1,0.0437309521,22.867098747662528,9.784831554124796
mobilenet-v2-100,MobileNet-V2 1.0,Server,Server,D55E00,gpu-server,2,600MHz,dvfs2,421.9,1.0,100,421.9,10,45.685,0.087388,1,0.0399232078,25.048087443514497,11.443218748569599
mobilenet-v2-100,MobileNet-V2 1.0,Server,Server,D55E00,gpu-server,3,810MHz,dvfs3,480.9,1.0,100,480.9,10,39.375,0.079375,1,0.03125390625,31.996000499937505,12.598425196850393
mobilenet-v2-100,MobileNet-V2 1.0,Server,Server,D55E00,gpu-server,4,1005MHz,dvfs4,510.1,1.0,100,510.1,10,55.87,0.079813,1,0.044591523099999995,22.425787021390175,12.52928720885069
mobilenet-v2-100,MobileNet-V2 1.0,Server,Server,D55E00,gpu-server,5,1200MHz,dvfs5,590.6,1.0,100,590.6,10,316.955,0.073385,0,0.23259742675000003,4.299273702089655,13.626762962458267
mobilenet-v2-100,MobileNet-V2 1.0,Server,Server,D55E00,gpu-server,6,1410MHz,dvfs6,548.4,1.0,100,548.4,10,85.615,0.078302,1,0.06703825729999999,14.916855543021404,12.771065873157774
mobilenet-v2-100,MobileNet-V2 1.0,Server,Server,D55E00,gpu-server,7,1545MHz,dvfs7,547.7,1.0,100,547.7,10,34.295,0.085797,1,0.02942408115,33.98576815031657,11.655419187151066
mobilenet-v2-100,MobileNet-V2 1.0,Server,Server,D55E00,gpu-server,8,1710MHz,dvfs8,534.4,1.0,100,534.4,10,37.255,0.102023,1,0.03800866865,26.309787622619083,9.80171137880674
mobilenet-v2-100,MobileNet-V2 1.0,Server,Server,D55E00,gpu-server,9,1800MHz,dvfs9,548.4,1.0,100,548.4,10,39.54,0.109117,1,0.0431448618,23.17773098070278,9.16447482976988
mobilenet-v2-100,MobileNet-V2 1.0,Server,Server,D55E00,gpu-server,10,1905MHz,dvfs10,590.6,1.0,100,590.6,10,60.65,0.160368,1,0.09726319200000001,10.281381676225472,6.235657986630748
