model,model_label,segment,segment_label,segment_hex,device,dvfs_mode,dvfs_mode_label,condition_tag,capacity_ips,lambda_frac,load_group_pct,target_rps,n_runs,p95_latency_ms,ac_input_energy_j_per_inf,p95_deadline_feasible,deadline_normalized_ac_input_energy_delay_j_per_inf,deadline_normalized_edp_efficiency_inf_per_j,ac_input_energy_efficiency_inf_per_j
mobilenet-v2-100,MobileNet-V2 1.0,Server,Server,D55E00,gpu-server,11,1950MHz,dvfs11,562.5,1.0,100,562.5,10,39.89,0.163301,1,0.0651407689,15.351369301997908,6.123661214566965
mobilenet-v2-100,MobileNet-V2 1.0,Jetson,Jetson,0072B2,jetson,0,MAXN,dvfs0,49.6,0.25,25,12.4,10,29.825,0.067795,1,0.02021985875,49.45632965907836,14.75035032082012
mobilenet-v2-100,MobileNet-V2 1.0,Jetson,Jetson,0072B2,jetson,1,5W,dvfs1,32.0,0.25,25,8.0,10,41.295,0.075465,1,0.031163271750000002,32.08905688793732,13.251176041873716
mobilenet-v2-100,MobileNet-V2 1.0,Jetson,Jetson,0072B2,orin,0,MAXN,dvfs0,618.8,0.25,25,154.7,10,7.685,0.023491,1,0.00180528335,553.929664282341,42.569494700097906
mobilenet-v2-100,MobileNet-V2 1.0,Jetson,Jetson,0072B2,orin,1,MODE_15W,dvfs1,168.8,0.25,25,42.2,10,14.425,0.018565,1,0.0026780012500000005,373.41282047571855,53.8647993536224
mobilenet-v2-100,MobileNet-V2 1.0,Jetson,Jetson,0072B2,orin,2,MODE_30W,dvfs2,316.4,0.25,25,79.1,10,10.035,0.015266,1,0.0015319431,652.7657587282451,65.5050438883794
mobilenet-v2-100,MobileNet-V2 1.0,Jetson,Jetson,0072B2,orin,3,MODE_50W,dvfs3,409.7,0.25,25,102.42,10,8.715,0.017966,1,0.0015657369,638.6769067012473,55.66069241901369
mobilenet-v2-100,MobileNet-V2 1.0,Jetson,Jetson,0072B2,orin-nano,0,15W,dvfs0,353.9,0.25,25,88.47,10,7.565,0.015997,1,0.00121017305,826.3281024147744,62.51172094767769
mobilenet-v2-100,MobileNet-V2 1.0,Jetson,Jetson,0072B2,orin-nano,1,25W,dvfs1,446.9,0.25,25,111.72,10,6.255,0.016169,1,0.00101137095,988.7568947872193,61.84674376894057
mobilenet-v2-100,MobileNet-V2 1.0,Jetson,Jetson,0072B2,orin-nano,2,MAXN_SUPER,dvfs2,494.8,0.25,25,123.7,10,5.97,0.017013,1,0.0010156761000000001,984.5658473208142,58.77858108505261
mobilenet-v2-100,MobileNet-V2 1.0,Jetson,Jetson,0072B2,orin-nano,3,7W,dvfs3,177.0,0.25,25,44.25,10,12.975,0.018471,1,0.00239661225,417.2556490938407,54.13892046992583
mobilenet-v2-100,MobileNet-V2 1.0,Jetson,Jetson,0072B2,xavier,0,MODE_15W_2CORE,dvfs0,211.2,0.25,25,52.8,10,13.875,0.042072,1,0.00583749,171.30650330878512,23.768777334093937
mobilenet-v2-100,MobileNet-V2 1.0,Jetson,Jetson,0072B2,xavier,1,MODE_15W_4CORE,dvfs1,216.1,0.25,25,54.02,10,13.89,0.040535,1,0.0056303115,177.61006651230574,24.67003823855927
mobilenet-v2-100,MobileNet-V2 1.0,Jetson,Jetson,0072B2,xavier,2,MODE_15W_6CORE,dvfs2,219.4,0.25,25,54.85,10,13.66,0.041128,1,0.005618084799999999,177.9966012616969,24.314335732347793
mobilenet-v2-100,MobileNet-V2 1.0,Jetson,Jetson,0072B2,xavier,3,MODE_10W_2CORE,dvfs3,170.6,0.25,25,42.65,10,16.125,0.034521,1,0.00556651125,179.64573412116968,28.96787462703861
mobilenet-v2-100,MobileNet-V2 1.0,Jetson,Jetson,0072B2,xavier,4,MODE_10W_4CORE,dvfs4,169.8,0.25,25,42.45,10,15.57,0.031675,1,0.0049317975000000005,202.76582726683324,31.570639305445933
mobilenet-v2-100,MobileNet-V2 1.0,Jetson,Jetson,0072B2,xavier,5,MODE_10W_DESKTOP,dvfs5,145.9,0.25,25,36.48,10,17.28,0.042886,1,0.0074107008,134.94000459443726,23.31763279391876
mobilenet-v2-100,MobileNet-V2 1.0,Jetson,Jetson,0072B2,xavier,6,MODE_20W_2CORE,dvfs6,219.4,0.25,25,54.85,10,13.18,0.042161,1,0.005556819799999999,179.95904779924663,23.718602499940705
mobilenet-v2-100,MobileNet-V2 1.0,Jetson,Jetson,0072B2,xavier,7,MODE_20W_4CORE,dvfs7,227.5,0.25,25,56.88,10,13.27,0.041501,1,0.005507182700000001,181.5810468753833,24.095804920363364
mobilenet-v2-100,MobileNet-V2 1.0,Jetson,Jetson,0072B2,xavier,8,MODE_20W_6CORE,dvfs8,235.6,0.25,25,58.9,10,13.295,0.042281,1,0.00562125895,177.8960921200757,23.651285447364064
mobilenet-v2-100,MobileNet-V2 1.0,Jetson,Jetson,0072B2,jetson,0,MAXN,dvfs0,49.6,0.5,50,24.8,10,39.23,0.078343,1,0.030733958899999997,32.53729866867233,12.764382267720155
mobilenet-v2-100,MobileNet-V2 1.0,Jetson,Jetson,0072B2,jetson,1,5W,dvfs1,32.0,0.5,50,16.0,10,50.32,0.070816,1,0.035634611200000006,28.062604482689007,14.12110257568911
mobilenet-v2-100,MobileNet-V2 1.0,Jetson,Jetson,0072B2,orin,0,MAXN,dvfs0,618.8,0.5,50,309.4,10,8.93,0.023127,1,0.0020652411000000002,484.2049676427609,43.239503610498545
mobilenet-v2-100,MobileNet-V2 1.0,Jetson,Jetson,0072B2,orin,1,MODE_15W,dvfs1,168.8,0.5,50,84.4,10,19.065,0.017759,1,0.0033857533500000004,295.3552419877248,56.309476884959736
mobilenet-v2-100,MobileNet-V2 1.0,Jetson,Jetson,0072B2,orin,2,MODE_30W,dvfs2,316.4,0.5,50,158.2,10,12.97,0.014686,1,0.0019047742,524.996611146875,68.0920604657497
mobilenet-v2-100,MobileNet-V2 1.0,Jetson,Jetson,0072B2,orin,3,MODE_50W,dvfs3,409.7,0.5,50,204.85,10,10.535,0.017779,1,0.00187301765,533.8977985605208,56.246133078350866
mobilenet-v2-100,MobileNet-V2 1.0,Jetson,Jetson,0072B2,orin-nano,0,15W,dvfs0,353.9,0.5,50,176.95,10,9.365,0.015357,1,0.00143818305,695.3217811877284,65.11688480823076
mobilenet-v2-100,MobileNet-V2 1.0,Jetson,Jetson,0072B2,orin-nano,1,25W,dvfs1,446.9,0.5,50,223.45,10,8.345,0.015474,1,0.0012913053000000003,774.4102033810284,64.62453147214683
mobilenet-v2-100,MobileNet-V2 1.0,Jetson,Jetson,0072B2,orin-nano,2,MAXN_SUPER,dvfs2,494.8,0.5,50,247.4,10,7.86,0.016562,1,0.0013017732,768.182967662877,60.37918125830214
mobilenet-v2-100,MobileNet-V2 1.0,Jetson,Jetson,0072B2,orin-nano,3,7W,dvfs3,177.0,0.5,50,88.5,10,17.795,0.016288,1,0.0028984496,345.01203677993914,61.39489194499018
mobilenet-v2-100,MobileNet-V2 1.0,Jetson,Jetson,0072B2,xavier,0,MODE_15W_2CORE,dvfs0,211.2,0.5,50,105.6,10,18.63,0.040932,1,0.0076256316,131.13667856705797,24.430763217042898
mobilenet-v2-100,MobileNet-V2 1.0,Jetson,Jetson,0072B2,xavier,1,MODE_15W_4CORE,dvfs1,216.1,0.5,50,108.05,10,17.74,0.039955,1,0.0070880169999999985,141.08318306798645,25.028156676260796
